0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
2530,fil-2101,11/19/2008 0:00,1429-11-21,Wednesday,,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 25565.0,Grand,1022613,409045,7,14611,SAR 750697
2531,fil-2102,11/19/2008 0:00,1429-11-21,Wed,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 30239.0,Grand,437113,174845,4,6085,SAR 324051
2532,fil-2103,11/19/2008 0:00,1429-11-21,Wednesday,,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 50684.0,Grand,1305656,391696,5,16549,SAR 794224
2533,fil-2104,11/19/2008 0:00,1429-11-21,Wednesday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4901.0,Grand,180758,90379,0,3862,SAR 185505
2534,fil-2105,11/19/2008 0:00,1429-11-21,Wednesday,,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 633929.0,Grand,1588700,635480,4,17793,SAR 873388
2535,fil-2106,11/19/2008 0:00,1429-11-21,Wednesday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7746.0,Grand,490560,147168,8,6693,SAR 253580
2536,fil-2107,11/19/2008 0:00,1429-11-21,,,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 38464.0,Grand,1584356,475306,5,24473,SAR 1284405
2537,fil-2108,11/19/2008 0:00,1429-11-21,Wednesday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 87038.0,Grand,1299497,779698,8,22834,SAR 1354448
2538,fil-2109,11/19/2008 0:00,1429-11-21,Wednesday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 174893.0,Grand,2146075,858430,9,34116,SAR 1962091
2539,fil-2110,11/19/2008 0:00,1429-11-21,Wed,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 345588.0,Grand,936590,280977,4,16689,SAR 947242
2540,fil-2101,11/20/2008 0:00,1429-11-22,,Nov,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 19480.0,Regular,1022614,306784,7,14065,SAR 608013
2541,fil-2102,11/20/2008 0:00,1429-11-22,Thursday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 32543.0,Regular,437089,131126,4,3681,SAR 195584
2542,fil-2103,11/20/2008 0:00,1429-11-22,Thursday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 53351.0,Regular,1305646,391693,5,25823,SAR 1093166
2543,fil-2104,11/20/2008 0:00,1429-11-22,Thursday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 3904.0,Regular,180745,72298,0,1454,SAR 63941
2544,fil-2105,11/20/2008 0:00,1429-11-22,Thursday,November,Dhul-Qi’dah,,Grande,3375,Yes,12 hrs,SAR 558919.0,Regular,1588689,953213,4,24815,SAR 1162714
2545,fil-2106,11/20/2008 0:00,1429-11-22,Thursday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7844.0,Regular,490509,196203,8,3237,SAR 144538
2546,fil-2107,11/20/2008 0:00,1429-11-22,Thursday,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 60267.0,Regular,1584356,633742,5,14705,SAR 872828
2547,fil-2108,11/20/2008 0:00,1429-11-22,Thursday,,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 71436.0,Regular,1299415,389824,8,11081,SAR 543566
2548,fil-2109,11/20/2008 0:00,1429-11-22,Thursday,Nov,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 168876.0,Regular,2146092,858436,9,33120,SAR 1754762
2549,fil-2110,11/20/2008 0:00,1429-11-22,Thursday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 394296.0,Regular,936590,280977,4,12527,SAR 693073
2550,fil-2101,11/21/2008 0:00,1429-11-23,Friday,,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 22871.0,Regular,1022684,511342,7,12167,SAR 667121
2551,fil-2102,11/21/2008 0:00,1429-11-23,Friday,November,Dhul-Qi’dah,,Hyper,885,Yes,24 hrs,SAR 32215.0,Regular,437235,262341,4,5931,SAR 263568
2552,fil-2103,11/21/2008 0:00,1429-11-23,Fri,,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 55658.0,Regular,1305785,783471,5,18427,SAR 896718
2553,fil-2104,11/21/2008 0:00,1429-11-23,Friday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4682.0,Regular,180747,108448,0,3260,SAR 195910
2554,fil-2105,11/21/2008 0:00,1429-11-23,Friday,November,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 655608.0,Regular,1588683,476604,4,24989,SAR 1337324
2555,fil-2106,11/21/2008 0:00,1429-11-23,Friday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7880.0,Regular,490539,245269,8,4594,SAR 206726
2556,fil-2107,11/21/2008 0:00,1429-11-23,Friday,Nov,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 37531.0,Regular,1584325,633730,5,17158,SAR 889006
2557,fil-2108,11/21/2008 0:00,1429-11-23,Friday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 54024.0,Regular,1299384,779630,8,11266,SAR 541624
2558,fil-2109,11/21/2008 0:00,1429-11-23,Fri,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 191999.0,Regular,2146073,1073036,9,33070,SAR 1471703
2559,fil-2110,11/21/2008 0:00,1429-11-23,Friday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 357102.0,Regular,936709,562025,4,10850,SAR 574245
2560,fil-2101,11/22/2008 0:00,1429-11-24,Saturday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 21023.0,None,1022620,0,7,9817,SAR 534893
2561,fil-2102,11/22/2008 0:00,1429-11-24,Saturday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 30601.0,None,437101,0,4,5682,SAR 242395
2562,fil-2103,11/22/2008 0:00,1429-11-24,Saturday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 54360.0,None,1305665,0,5,26165,SAR 1286024
2563,fil-2104,11/22/2008 0:00,1429-11-24,,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4020.0,None,180750,0,0,3387,SAR 181750
2564,fil-2105,11/22/2008 0:00,1429-11-24,Saturday,,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 679446.0,None,1588684,0,4,23750,SAR 1187335
2565,fil-2106,11/22/2008 0:00,1429-11-24,Saturday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7624.0,None,490508,0,8,4414,SAR 208713
2566,fil-2107,11/22/2008 0:00,1429-11-24,Saturday,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 52888.0,None,1584315,0,5,16476,SAR 695655
2567,fil-2108,11/22/2008 0:00,1429-11-24,Saturday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 74261.0,None,1299383,0,8,14033,SAR 798006
2568,fil-2109,11/22/2008 0:00,1429-11-24,Saturday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 175294.0,None,2146124,0,9,24465,SAR 1049373
2569,fil-2110,11/22/2008 0:00,1429-11-24,Sat,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 343463.0,None,936684,0,4,7306,SAR 347534
2570,fil-2101,11/23/2008 0:00,1429-11-25,Sunday,Nov,Dhul-Qi’dah,Center,,855,Yes,12 hrs,SAR 24649.0,None,1022627,0,7,7362,SAR 405233
2571,fil-2102,11/23/2008 0:00,1429-11-25,Sunday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 25930.0,None,437083,0,4,6250,SAR 289026
2572,fil-2103,11/23/2008 0:00,1429-11-25,,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 41300.0,None,1305727,0,5,22923,SAR 1054187
2573,fil-2104,11/23/2008 0:00,1429-11-25,Sunday,Nov,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 5225.0,None,180745,0,0,1654,SAR 74820
2574,fil-2105,11/23/2008 0:00,1429-11-25,Sunday,,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 485408.0,None,1588842,0,4,21687,SAR 931399
2575,fil-2106,11/23/2008 0:00,1429-11-25,Sunday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7310.0,None,490507,0,8,6474,SAR 329327
2576,fil-2107,11/23/2008 0:00,1429-11-25,Sunday,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 59179.0,None,1584323,0,5,14417,SAR 636993
2577,fil-2108,11/23/2008 0:00,1429-11-25,Sunday,November,Dhul-Qi’dah,,Hyper,855,Yes,18 hrs,SAR 76646.0,None,1299416,0,8,8576,SAR 411198
2578,fil-2109,11/23/2008 0:00,1429-11-25,Sunday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 152764.0,None,2146069,0,9,30903,SAR 1676065
2579,fil-2110,11/23/2008 0:00,1429-11-25,Sunday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 383909.0,None,936750,0,4,12786,SAR 742479
2580,fil-2101,11/24/2008 0:00,1429-11-26,,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 21922.0,None,1022739,0,7,11045,SAR 567033
2581,fil-2102,11/24/2008 0:00,1429-11-26,Monday,Nov,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 28103.0,None,437082,0,4,3409,SAR 184938
2582,fil-2103,11/24/2008 0:00,1429-11-26,Monday,November,Dhul-Qi’dah,,Hyper,615,No,12 hrs,SAR 54055.0,None,1305658,0,5,13035,SAR 540094
2583,fil-2104,11/24/2008 0:00,1429-11-26,,,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4323.0,None,180903,0,0,2377,SAR 120186
2584,fil-2105,11/24/2008 0:00,1429-11-26,,,Dhul-Qi’dah,,Grande,3375,Yes,12 hrs,SAR 565548.0,None,1588845,0,4,10327,SAR 462265
2585,fil-2106,11/24/2008 0:00,1429-11-26,,,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7119.0,None,490551,0,8,4120,SAR 208044
2586,fil-2107,11/24/2008 0:00,1429-11-26,Monday,November,Dhul-Qi’dah,,Hyper,880,Yes,24 hrs,SAR 52577.0,None,1584478,0,5,24717,SAR 1087014
2587,fil-2108,11/24/2008 0:00,1429-11-26,Monday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 68966.0,None,1299397,0,8,18711,SAR 854381
2588,fil-2109,11/24/2008 0:00,1429-11-26,Monday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 155242.0,None,2146112,0,9,16739,SAR 836385
2589,fil-2110,11/24/2008 0:00,1429-11-26,,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 328034.0,None,936753,0,4,6088,SAR 316209
2590,fil-2101,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 24626.0,None,1022613,0,7,6135,SAR 345823
2591,fil-2102,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,,Hyper,885,Yes,24 hrs,SAR 28728.0,None,437082,0,4,2841,SAR 128712
2592,fil-2103,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,,Hyper,615,No,12 hrs,SAR 52588.0,None,1305731,0,5,17528,SAR 811122
2593,fil-2104,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4217.0,None,180759,0,0,1811,SAR 99232
2594,fil-2105,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 582430.0,None,1588683,0,4,17554,SAR 935431
2595,fil-2106,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7493.0,None,490522,0,8,7063,SAR 334307
2596,fil-2107,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,Center,,880,Yes,24 hrs,SAR 45974.0,None,1584316,0,5,24715,SAR 1253303
2597,fil-2108,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,Center,,855,Yes,18 hrs,SAR 66709.0,None,1299511,0,8,9356,SAR 349703
2598,fil-2109,11/25/2008 0:00,1429-11-27,Tue,Nov,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 167841.0,None,2146094,0,9,12876,SAR 584356
2599,fil-2110,11/25/2008 0:00,1429-11-27,Tuesday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 318665.0,None,936595,0,4,6696,SAR 325795
2600,fil-2101,11/26/2008 0:00,1429-11-28,Wednesday,,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 26885.0,Regular,1022618,613570,7,10108,SAR 492527
2601,fil-2102,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 27638.0,Regular,437082,131124,4,5230,SAR 269664
2602,fil-2103,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 63547.0,Regular,1305658,391697,5,25795,SAR 1385956
2603,fil-2104,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,,,1665,Yes,12 hrs,SAR 3233.0,Regular,180785,108471,0,2523,SAR 134345
2604,fil-2105,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,,Grande,3375,Yes,12 hrs,SAR 614979.0,Regular,1588813,953287,4,20276,SAR 782714
2605,fil-2106,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,,Regular,420,Yes,12 hrs,SAR 7378.0,Regular,490522,147156,8,7710,SAR 427590
2606,fil-2107,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 45298.0,Regular,1584485,950691,5,17064,SAR 820529
2607,fil-2108,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 58792.0,Regular,1299394,389818,8,12961,SAR 617867
2608,fil-2109,11/26/2008 0:00,1429-11-28,Wed,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 199671.0,Regular,2146127,643838,9,27075,SAR 1546884
2609,fil-2110,11/26/2008 0:00,1429-11-28,Wednesday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 365256.0,Regular,936592,561955,4,13984,SAR 749189
2610,fil-2101,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,,Hyper,855,Yes,12 hrs,SAR 19594.0,None,1022624,0,7,10430,SAR 525934
2611,fil-2102,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,Border,,885,Yes,24 hrs,SAR 31407.0,None,437128,0,4,3409,SAR 191475
2612,fil-2103,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 54724.0,None,1305667,0,5,17151,SAR 895314
2613,fil-2104,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4457.0,None,180800,0,0,2215,SAR 120734
2614,fil-2105,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,,Grande,3375,Yes,12 hrs,SAR 604031.0,None,1588717,0,4,23751,SAR 1342172
2615,fil-2106,11/27/2008 0:00,1429-11-29,Thu,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7909.0,None,490509,0,8,4708,SAR 244824
2616,fil-2107,11/27/2008 0:00,1429-11-29,Thu,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 43344.0,None,1584418,0,5,15448,SAR 819154
2617,fil-2108,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 74135.0,None,1299410,0,8,14033,SAR 791706
2618,fil-2109,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 162861.0,None,2146068,0,9,12876,SAR 620690
2619,fil-2110,11/27/2008 0:00,1429-11-29,Thursday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 343806.0,None,936650,0,4,12176,SAR 700394
2620,fil-2101,11/28/2008 0:00,1429-11-30,Friday,,Dhul-Qi’dah,Center,Hyper,855,Yes,12 hrs,SAR 17203.0,None,1022660,0,7,7363,SAR 388410
2621,fil-2102,11/28/2008 0:00,1429-11-30,Friday,,Dhul-Qi’dah,Border,Hyper,885,Yes,24 hrs,SAR 28933.0,None,437086,0,4,3409,SAR 182154
2622,fil-2103,11/28/2008 0:00,1429-11-30,Friday,November,Dhul-Qi’dah,Center,Hyper,615,No,12 hrs,SAR 44717.0,None,1305634,0,5,23323,SAR 1390548
2623,fil-2104,11/28/2008 0:00,1429-11-30,Friday,November,Dhul-Qi’dah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4354.0,None,180746,0,0,3230,SAR 157481
2624,fil-2105,11/28/2008 0:00,1429-11-30,Friday,November,Dhul-Qi’dah,Border,Grande,3375,Yes,12 hrs,SAR 558629.0,None,1588702,0,4,20653,SAR 1048720
2625,fil-2106,11/28/2008 0:00,1429-11-30,Friday,November,Dhul-Qi’dah,Center,Regular,420,Yes,12 hrs,SAR 7363.0,None,490643,0,8,2943,SAR 136443
2626,fil-2107,11/28/2008 0:00,1429-11-30,Friday,November,Dhul-Qi’dah,Center,Hyper,880,Yes,24 hrs,SAR 37001.0,None,1584319,0,5,20596,SAR 1083840
2627,fil-2108,11/28/2008 0:00,1429-11-30,Fri,November,Dhul-Qi’dah,Center,Hyper,855,Yes,18 hrs,SAR 70062.0,None,1299389,0,8,10914,SAR 569489
2628,fil-2109,11/28/2008 0:00,1429-11-30,Friday,November,Dhul-Qi’dah,Center,Grande,1105,Yes,18 hrs,SAR 191288.0,None,2146068,0,9,24465,SAR 1306350
2629,fil-2110,11/28/2008 0:00,1429-11-30,Friday,November,Dhul-Qi’dah,Border,Grande,2445,Yes,18 hrs,SAR 359416.0,None,936695,0,4,7915,SAR 423981
2630,fil-2101,11/29/2008 0:00,1429-12-01,Saturday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 22407.0,Grand,1022649,409059,7,16602,SAR 834916
2631,fil-2102,11/29/2008 0:00,1429-12-01,Saturday,November,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 27355.0,Grand,437262,174904,4,10326,SAR 608062
2632,fil-2103,11/29/2008 0:00,1429-12-01,Saturday,November,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 60294.0,Grand,1305638,522255,5,21777,SAR 1101844
2633,fil-2104,11/29/2008 0:00,1429-12-01,Saturday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4520.0,Grand,180767,72306,0,3224,SAR 169165
2634,fil-2105,11/29/2008 0:00,1429-12-01,Saturday,November,Dhul-Hijjah,,Grande,3375,Yes,12 hrs,SAR 562920.0,Grand,1588821,476646,4,27740,SAR 1374879
2635,fil-2106,11/29/2008 0:00,1429-12-01,,November,Dhul-Hijjah,Center,Regular,420,Yes,12 hrs,SAR 7592.0,Grand,490646,245323,8,8968,SAR 334472
2636,fil-2107,11/29/2008 0:00,1429-12-01,Saturday,,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 45774.0,Grand,1584316,475294,5,35382,SAR 1704874
2637,fil-2108,11/29/2008 0:00,1429-12-01,Saturday,Nov,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 70119.0,Grand,1299446,389833,8,23857,SAR 1232347
2638,fil-2109,11/29/2008 0:00,1429-12-01,Saturday,,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 183954.0,Grand,2146104,643831,9,41687,SAR 2245860
2639,fil-2110,11/29/2008 0:00,1429-12-01,Saturday,November,Dhul-Hijjah,,Grande,2445,Yes,18 hrs,SAR 279413.0,Grand,936617,374646,4,15444,SAR 761117
2640,fil-2101,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 22757.0,Regular,1022722,409088,7,19523,SAR 959049
2641,fil-2102,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 26172.0,Regular,437266,131179,4,7286,SAR 364578
2642,fil-2103,11/30/2008 0:00,1429-12-02,Sun,,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 61252.0,Regular,1305773,783463,5,29761,SAR 1709157
2643,fil-2104,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4335.0,Regular,180751,108450,0,1988,SAR 87496
2644,fil-2105,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 595922.0,Regular,1588866,794433,4,31844,SAR 1557019
2645,fil-2106,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Center,Regular,420,Yes,12 hrs,SAR 8296.0,Regular,490691,147207,8,4018,SAR 237817
2646,fil-2107,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 47547.0,Regular,1584343,950605,5,29511,SAR 1358610
2647,fil-2108,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 63437.0,Regular,1299524,649762,8,15886,SAR 655933
2648,fil-2109,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 191408.0,Regular,2146068,643820,9,40326,SAR 2001664
2649,fil-2110,11/30/2008 0:00,1429-12-02,Sunday,November,Dhul-Hijjah,Border,Grande,2445,Yes,18 hrs,SAR 398399.0,Regular,936699,468349,4,17619,SAR 997444
2650,fil-2101,12/1/2008 0:00,1429-12-03,Mon,December,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 25876.0,Regular,1022678,409071,7,18246,SAR 981586
2651,fil-2102,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 35468.0,Regular,437086,131125,4,6035,SAR 295134
2652,fil-2103,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 55008.0,Regular,1305640,522256,5,31110,SAR 1764741
2653,fil-2104,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4782.0,Regular,180746,54223,0,1776,SAR 97350
2654,fil-2105,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 549280.0,Regular,1588682,476604,4,32593,SAR 1694092
2655,fil-2106,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Center,,420,Yes,12 hrs,SAR 7800.0,Regular,490592,147177,8,9012,SAR 427102
2656,fil-2107,12/1/2008 0:00,1429-12-03,Monday,,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 38815.0,Regular,1584426,633770,5,13768,SAR 678555
2657,fil-2108,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 75378.0,Regular,1299383,779629,8,20515,SAR 916959
2658,fil-2109,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 187333.0,Regular,2146069,1073034,9,25177,SAR 1319768
2659,fil-2110,12/1/2008 0:00,1429-12-03,Monday,December,Dhul-Hijjah,Border,Grande,2445,Yes,18 hrs,SAR 275358.0,Regular,936655,374662,4,15233,SAR 769134
2660,fil-2101,12/2/2008 0:00,1429-12-04,Tuesday,December,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 21641.0,None,1022760,0,7,13561,SAR 656786
2661,fil-2102,12/2/2008 0:00,1429-12-04,,December,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 28332.0,None,437120,0,4,3667,SAR 190114
2662,fil-2103,12/2/2008 0:00,1429-12-04,Tuesday,Dec,Dhul-Hijjah,Center,Hyper,615,No,12 hrs,SAR 62932.0,None,1305779,0,5,12901,SAR 660979
2663,fil-2104,12/2/2008 0:00,1429-12-04,Tuesday,Dec,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 4488.0,None,180826,0,0,3174,SAR 155865
2664,fil-2105,12/2/2008 0:00,1429-12-04,Tue,December,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 551693.0,None,1588768,0,4,22201,SAR 906254
2665,fil-2106,12/2/2008 0:00,1429-12-04,Tuesday,December,Dhul-Hijjah,Center,Regular,420,Yes,12 hrs,SAR 7896.0,None,490654,0,8,7810,SAR 436088
2666,fil-2107,12/2/2008 0:00,1429-12-04,Tuesday,December,Dhul-Hijjah,Center,Hyper,880,Yes,24 hrs,SAR 49860.0,None,1584381,0,5,20837,SAR 915777
2667,fil-2108,12/2/2008 0:00,1429-12-04,Tuesday,December,Dhul-Hijjah,Center,Hyper,855,Yes,18 hrs,SAR 73186.0,None,1299469,0,8,19406,SAR 1004338
2668,fil-2109,12/2/2008 0:00,1429-12-04,Tuesday,December,Dhul-Hijjah,Center,Grande,1105,Yes,18 hrs,SAR 156326.0,None,2146181,0,9,16160,SAR 854475
2669,fil-2110,12/2/2008 0:00,1429-12-04,Tuesday,December,Dhul-Hijjah,Border,Grande,2445,Yes,18 hrs,SAR 368296.0,None,936596,0,4,16167,SAR 925019
2670,fil-2101,12/3/2008 0:00,1429-12-05,Wednesday,December,Dhul-Hijjah,Center,Hyper,855,Yes,12 hrs,SAR 21728.0,None,1022621,0,7,10952,SAR 566010
2671,fil-2102,12/3/2008 0:00,1429-12-05,Wednesday,,Dhul-Hijjah,Border,Hyper,885,Yes,24 hrs,SAR 29383.0,None,437094,0,4,3514,SAR 184331
2672,fil-2103,12/3/2008 0:00,1429-12-05,Wednesday,December,Dhul-Hijjah,Center,,615,No,12 hrs,SAR 53335.0,None,1305827,0,5,15325,SAR 698305
2673,fil-2104,12/3/2008 0:00,1429-12-05,Wednesday,December,Dhul-Hijjah,Outskirts,Regular,1665,Yes,12 hrs,SAR 3624.0,None,180741,0,0,2034,SAR 92610
2674,fil-2105,12/3/2008 0:00,1429-12-05,Wednesday,December,Dhul-Hijjah,Border,Grande,3375,Yes,12 hrs,SAR 571633.0,None,1588733,0,4,18105,SAR 742097
