0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
782,fil-2102,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 54550.0,None,352083,0,4,3203,SAR 156110
783,fil-2103,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6841.0,Regular,1072368,428947,6,13671,SAR 649533
784,fil-2104,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 199514.0,None,2136403,0,10,14100,SAR 724644
785,fil-2105,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 48308.0,Regular,217119,86847,1,1795,SAR 93661
786,fil-2106,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 432550.0,None,4153861,0,7,54830,SAR 2753254
787,fil-2107,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 84018.0,Regular,250180,125090,2,6052,SAR 298334
788,fil-2108,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 610383.0,None,2692782,0,10,17772,SAR 748635
789,fil-2109,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 57710.0,Regular,1281622,512648,7,8574,SAR 466901
790,fil-2110,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 74598.0,None,412301,0,2,6008,SAR 275333
791,fil-2111,11/19/2019 0:00,1441-03-22,Tue,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2328.0,Regular,447124,223562,9,4778,SAR 216311
792,fil-2101,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 5396.0,None,497756,0,7,8431,SAR 426042
793,fil-2102,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 55157.0,Regular,352083,140833,4,3717,SAR 206859
794,fil-2103,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6637.0,None,1072367,0,6,14798,SAR 665299
795,fil-2104,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 233373.0,Regular,2136403,640920,10,27773,SAR 1528919
796,fil-2105,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 45028.0,None,217117,0,1,3759,SAR 221185
797,fil-2106,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 454359.0,Regular,4153861,1661544,7,58532,SAR 2878058
798,fil-2107,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 76454.0,None,250180,0,2,2800,SAR 139701
799,fil-2108,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 511637.0,Regular,2692783,1346391,10,42395,SAR 2236565
800,fil-2109,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 56260.0,None,1281623,0,7,8458,SAR 406511
801,fil-2110,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 56239.0,Regular,412303,247381,2,8088,SAR 351213
802,fil-2111,11/20/2019 0:00,1441-03-23,Wed,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2447.0,None,447122,0,9,5633,SAR 337252
803,fil-2101,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 5706.0,None,497755,0,7,7784,SAR 340333
804,fil-2102,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 53862.0,Regular,352085,211251,4,3749,SAR 188535
805,fil-2103,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 7090.0,None,1072366,0,6,10294,SAR 477626
806,fil-2104,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 224704.0,Regular,2136403,640920,10,21182,SAR 1108613
807,fil-2105,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 35280.0,None,217118,0,1,3446,SAR 152145
808,fil-2106,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 537055.0,Regular,4153863,2076931,7,48974,SAR 2172271
809,fil-2107,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 86730.0,None,250183,0,2,2622,SAR 148683
810,fil-2108,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 717751.0,Regular,2692781,1346390,10,36756,SAR 2144019
811,fil-2109,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 52303.0,None,1281623,0,7,12303,SAR 524580
812,fil-2110,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 77962.0,Regular,412302,247381,2,3759,SAR 196393
813,fil-2111,11/21/2019 0:00,1441-03-24,Thu,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2484.0,None,447124,0,9,4828,SAR 284070
814,fil-2101,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 6233.0,None,497753,0,7,8121,SAR 417103
815,fil-2102,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 56227.0,None,352083,0,4,5492,SAR 249486
816,fil-2103,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6188.0,None,1072368,0,6,6434,SAR 324846
817,fil-2104,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 252523.0,None,2136405,0,10,26918,SAR 1337224
818,fil-2105,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 49060.0,None,217119,0,1,2633,SAR 140916
819,fil-2106,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 507398.0,None,4153861,0,7,49846,SAR 2505644
820,fil-2107,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 83143.0,None,250180,0,2,4901,SAR 245951
821,fil-2108,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 509140.0,None,2692783,0,10,17772,SAR 933505
822,fil-2109,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 56156.0,None,1281623,0,7,8458,SAR 393262
823,fil-2110,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 75497.0,None,412303,0,2,5495,SAR 290741
824,fil-2111,11/22/2019 0:00,1441-03-25,Fri,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2082.0,None,447124,0,9,3487,SAR 176826
825,fil-2101,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 5383.0,None,497755,0,7,7405,SAR 376788
826,fil-2102,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 66645.0,Grand,352085,140834,4,6092,SAR 309030
827,fil-2103,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6431.0,None,1072369,0,6,11581,SAR 560144
828,fil-2104,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 226842.0,Grand,2136403,854561,10,21079,SAR 1033751
829,fil-2105,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 38357.0,None,217117,0,1,3122,SAR 174773
830,fil-2106,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 474613.0,Grand,4153861,1661544,7,62972,SAR 3225967
831,fil-2107,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 75576.0,None,250182,0,2,5085,SAR 289461
832,fil-2108,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 558865.0,Grand,2692783,807834,10,42863,SAR 2190582
833,fil-2109,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 54345.0,None,1281625,0,7,13072,SAR 623044
834,fil-2110,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 67556.0,Grand,412301,247380,2,5070,SAR 209666
835,fil-2111,11/23/2019 0:00,1441-03-26,Sat,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2349.0,None,447123,0,9,2950,SAR 134081
836,fil-2101,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 5475.0,None,497753,0,7,6227,SAR 312832
837,fil-2102,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 52804.0,Regular,352085,105625,4,2517,SAR 115647
838,fil-2103,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6288.0,None,1072366,0,6,11581,SAR 553193
839,fil-2104,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 227179.0,Regular,2136405,640921,10,33789,SAR 1633481
840,fil-2105,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 41827.0,None,217120,0,1,2823,SAR 111887
841,fil-2106,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 451564.0,Regular,4153863,2076931,7,43266,SAR 2727088
842,fil-2107,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 70653.0,None,250181,0,2,5212,SAR 275958
843,fil-2108,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 646729.0,Regular,2692782,807834,10,43106,SAR 1878812
844,fil-2109,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 61613.0,None,1281625,0,7,9227,SAR 477820
845,fil-2110,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 59100.0,Regular,412302,247381,2,4027,SAR 185744
846,fil-2111,11/24/2019 0:00,1441-03-27,Sun,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2826.0,None,447123,0,9,4024,SAR 203608
847,fil-2101,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 6506.0,Regular,497754,199101,7,7688,SAR 389696
848,fil-2102,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 56265.0,None,352085,0,4,5492,SAR 253415
849,fil-2103,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6815.0,Regular,1072369,428947,6,16056,SAR 825102
850,fil-2104,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 248511.0,None,2136405,0,10,23073,SAR 1174914
851,fil-2105,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 36178.0,Regular,217120,86848,1,2353,SAR 111110
852,fil-2106,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 421448.0,None,4153864,0,7,57323,SAR 3161534
853,fil-2107,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 82333.0,Regular,250182,75054,2,4325,SAR 202600
854,fil-2108,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 621975.0,None,2692781,0,10,37160,SAR 1633749
855,fil-2109,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 43999.0,Regular,1281624,768974,7,14161,SAR 625966
856,fil-2110,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 66667.0,None,412301,0,2,7084,SAR 361774
857,fil-2111,11/25/2019 0:00,1441-03-28,Mon,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2353.0,Regular,447123,268273,9,2946,SAR 139595
858,fil-2101,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 5733.0,Regular,497756,199102,7,8076,SAR 459547
859,fil-2102,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 59716.0,None,352086,0,4,5492,SAR 322021
860,fil-2103,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6636.0,Regular,1072368,321710,6,16623,SAR 852194
861,fil-2104,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 196586.0,None,2136403,0,10,21791,SAR 1052294
862,fil-2105,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 34197.0,Regular,217120,65136,1,2904,SAR 168088
863,fil-2106,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 379611.0,None,4153863,0,7,27415,SAR 1426198
864,fil-2107,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 81792.0,Regular,250181,100072,2,3763,SAR 189037
865,fil-2108,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 724313.0,None,2692784,0,10,38776,SAR 1905494
866,fil-2109,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 58935.0,Regular,1281622,384486,7,16737,SAR 893304
867,fil-2110,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 71103.0,None,412304,0,2,4700,SAR 236265
868,fil-2111,11/26/2019 0:00,1441-03-29,Tue,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 1675.0,Regular,447123,178849,9,5691,SAR 262437
869,fil-2101,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Center,Regular,150,No,12 hrs,SAR 4152.0,None,497755,0,7,7774,SAR 397072
870,fil-2102,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Border,Hyper,1830,Yes,24 hrs,SAR 48451.0,None,352084,0,4,3432,SAR 157975
871,fil-2103,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Center,Regular,465,Yes,12 hrs,SAR 6488.0,None,1072369,0,6,13511,SAR 616616
872,fil-2104,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Center,Grande,1470,Yes,18 hrs,SAR 185959.0,None,2136403,0,10,30764,SAR 1391297
873,fil-2105,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Outskirts,Hyper,810,Yes,24 hrs,SAR 48017.0,None,217120,0,1,2688,SAR 125705
874,fil-2106,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Center,Grande,840,Yes,12 hrs,SAR 528571.0,None,4153862,0,7,27415,SAR 1285662
875,fil-2107,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Border,Hyper,765,No,12 hrs,SAR 79446.0,None,250180,0,2,4273,SAR 218332
876,fil-2108,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Center,Grande,1060,Yes,12 hrs,SAR 681717.0,None,2692782,0,10,24235,SAR 1046566
877,fil-2109,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Center,Hyper,960,Yes,18 hrs,SAR 47511.0,None,1281622,0,7,15379,SAR 901563
878,fil-2110,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Border,Hyper,840,Yes,18 hrs,SAR 73349.0,None,412304,0,2,4218,SAR 230182
879,fil-2111,11/27/2019 0:00,1441-03-30,Wed,Nov,Rabi’ al-Awwal,Center,Regular,265,Yes,12 hrs,SAR 2308.0,None,447124,0,9,5365,SAR 267176
880,fil-2101,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Center,Regular,150,No,12 hrs,SAR 4758.0,Grand,497756,199102,7,9003,SAR 425363
881,fil-2102,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Border,Hyper,1830,Yes,24 hrs,SAR 47505.0,None,352083,0,4,4348,SAR 241813
882,fil-2103,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Center,Regular,465,Yes,12 hrs,SAR 6561.0,Grand,1072368,536184,6,9677,SAR 453046
883,fil-2104,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Center,Grande,1470,Yes,18 hrs,SAR 225937.0,None,2136403,0,10,21791,SAR 1221383
884,fil-2105,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Outskirts,Hyper,810,Yes,24 hrs,SAR 37367.0,Grand,217120,130272,1,3202,SAR 174430
885,fil-2106,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Center,Grande,840,Yes,12 hrs,SAR 455454.0,None,4153864,0,7,59815,SAR 2956855
886,fil-2107,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Border,Hyper,765,No,12 hrs,SAR 99610.0,Grand,250180,125090,2,3007,SAR 139246
887,fil-2108,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Center,Grande,1060,Yes,12 hrs,SAR 627604.0,None,2692784,0,10,35544,SAR 2065944
888,fil-2109,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Center,Hyper,960,Yes,18 hrs,SAR 50963.0,Grand,1281623,640811,7,23130,SAR 1113154
889,fil-2110,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Border,Hyper,840,Yes,18 hrs,SAR 69278.0,None,412303,0,2,7029,SAR 284587
890,fil-2111,11/28/2019 0:00,1441-04-01,Thu,Nov,Rabi’ al-Thani,Center,Regular,265,Yes,12 hrs,SAR 2425.0,Grand,447124,223562,9,7183,SAR 392329
891,fil-2101,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Center,Regular,150,No,12 hrs,SAR 5604.0,Regular,497755,248877,7,9748,SAR 530956
892,fil-2102,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Border,Hyper,1830,Yes,24 hrs,SAR 56493.0,None,352084,0,4,2746,SAR 141865
893,fil-2103,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Center,Regular,465,Yes,12 hrs,SAR 6973.0,Regular,1072366,428946,6,13447,SAR 714668
894,fil-2104,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Center,Grande,1470,Yes,18 hrs,SAR 211104.0,None,2136403,0,10,20509,SAR 1206211
895,fil-2105,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Outskirts,Hyper,810,Yes,24 hrs,SAR 42331.0,Regular,217117,130270,1,3866,SAR 173496
896,fil-2106,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Center,Grande,840,Yes,12 hrs,SAR 508062.0,None,4153864,0,7,54831,SAR 3012883
897,fil-2107,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Border,Hyper,765,No,12 hrs,SAR 86637.0,Regular,250180,150108,2,3400,SAR 178211
898,fil-2108,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Center,Grande,1060,Yes,12 hrs,SAR 567674.0,None,2692783,0,10,30697,SAR 1737466
899,fil-2109,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Center,Hyper,960,Yes,18 hrs,SAR 49823.0,Regular,1281624,768974,7,16712,SAR 1040521
900,fil-2110,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Border,Hyper,840,Yes,18 hrs,SAR 62717.0,None,412304,0,2,7197,SAR 435022
901,fil-2111,11/29/2019 0:00,1441-04-02,Fri,Nov,Rabi’ al-Thani,Center,Regular,265,Yes,12 hrs,SAR 2014.0,Regular,447122,268273,9,5910,SAR 316592
902,fil-2101,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Center,Regular,150,No,12 hrs,SAR 4581.0,None,497753,0,7,3767,SAR 181426
903,fil-2102,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Border,Hyper,1830,Yes,24 hrs,SAR 51655.0,Regular,352083,176041,4,5034,SAR 229078
904,fil-2103,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Center,Regular,465,Yes,12 hrs,SAR 6531.0,None,1072366,0,6,15442,SAR 801677
905,fil-2104,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Center,Grande,1470,Yes,18 hrs,SAR 190008.0,Regular,2136404,640921,10,32872,SAR 1654223
906,fil-2105,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Outskirts,Hyper,810,Yes,24 hrs,SAR 43752.0,None,217118,0,1,2392,SAR 140824
907,fil-2106,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Center,Grande,840,Yes,12 hrs,SAR 488981.0,Regular,4153861,2076930,7,36342,SAR 1731090
908,fil-2107,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Border,Hyper,765,No,12 hrs,SAR 99010.0,None,250183,0,2,5559,SAR 364015
909,fil-2108,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Center,Grande,1060,Yes,12 hrs,SAR 604555.0,Regular,2692782,1077112,10,21197,SAR 1154626
910,fil-2109,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Center,Hyper,960,Yes,18 hrs,SAR 41510.0,None,1281623,0,7,17686,SAR 818514
911,fil-2110,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Border,Hyper,840,Yes,18 hrs,SAR 59510.0,Regular,412302,164920,2,6494,SAR 312562
912,fil-2111,11/30/2019 0:00,1441-04-03,Sat,Nov,Rabi’ al-Thani,Center,Regular,265,Yes,12 hrs,SAR 2012.0,None,447123,0,9,3219,SAR 157385
913,fil-2101,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Center,Regular,150,No,12 hrs,SAR 5675.0,None,497757,0,7,7933,SAR 470108
914,fil-2102,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Border,Hyper,1830,Yes,24 hrs,SAR 56963.0,Regular,352083,176041,4,4803,SAR 244988
915,fil-2103,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Center,Regular,465,Yes,12 hrs,SAR 6586.0,None,1072369,0,6,10938,SAR 549143
916,fil-2104,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Center,Grande,1470,Yes,18 hrs,SAR 256231.0,Regular,2136406,854562,10,31584,SAR 1174789
917,fil-2105,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Outskirts,Hyper,810,Yes,24 hrs,SAR 35547.0,None,217118,0,1,3840,SAR 193105
918,fil-2106,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Center,Grande,840,Yes,12 hrs,SAR 511230.0,Regular,4153862,1661544,7,38265,SAR 1702765
919,fil-2107,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Border,Hyper,765,No,12 hrs,SAR 73209.0,None,250181,0,2,5241,SAR 234823
920,fil-2108,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Center,Grande,1060,Yes,12 hrs,SAR 689003.0,Regular,2692781,1615668,10,28737,SAR 1363943
921,fil-2109,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Center,Hyper,960,Yes,18 hrs,SAR 56725.0,None,1281624,0,7,13841,SAR 744743
922,fil-2110,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Border,Hyper,840,Yes,18 hrs,SAR 69913.0,Regular,412303,164921,2,6868,SAR 367780
923,fil-2111,12/1/2019 0:00,1441-04-04,Sun,Dec,Rabi’ al-Thani,Center,Regular,265,Yes,12 hrs,SAR 2364.0,None,447125,0,9,4024,SAR 225438
924,fil-2101,12/2/2019 0:00,1441-04-05,Mon,Dec,Rabi’ al-Thani,Center,Regular,150,No,12 hrs,SAR 6354.0,None,497753,0,7,6259,SAR 230375
925,fil-2102,12/2/2019 0:00,1441-04-05,Mon,Dec,Rabi’ al-Thani,Border,Hyper,1830,Yes,24 hrs,SAR 58891.0,None,352084,0,4,5492,SAR 243717
